"question","answer","context","category"
"Which actress portrays reporter Loretta McLaughlin?","Keira Knightley","Keira Knightley stars as Loretta McLaughlin, the reporter who broke the news for the Boston Record American.","Easy"
"On whose true story is Boston Strangler based?","The true story of the Boston Strangler, who killed 13 women in 1960s Boston.","The text states that the film is based on the true story of the Boston Strangler from the 1960s.","Moderate"
"What challenges did Loretta McLaughlin face during her investigation?","She encountered rampant sexism at work and in society, and her boss wanted to kill the report to protect the company.","The plot outlines how Loretta and her colleague Jean endure sexism and professional obstacles while investigating the murders.","Moderate"
"How were the victims connected in the Boston Strangler case according to the film?","All victims had stockings tied around their necks in a bow.","The plot specifies that each victim was found with stockings tied in a bow, linking the crimes to a serial killer.","Difficult"
"Which suspect confessed to the murders, and what was the legal outcome?","Albert DeSalvo confessed to all 13 murders, but he was convicted only for earlier crimes due to insufficient evidence tying him to the murders.","The film recounts that DeSalvo confessed but was not convicted for the murders because of a lack of evidence.","Difficult"
"How does the film address the possibility of multiple perpetrators in the murders?","It presents a theory suggesting that after Paul Dempsey killed the first six victims, copycat murders occurred, implicating multiple individuals.","The plot summary details a theory by Loretta and Jean that points to a combination of copycat crimes and coordinated reward schemes.","Complex"
"What role did the Boston Record American play in the film's narrative?","It was the newspaper where Loretta McLaughlin worked and published her investigative reports on the murders.","The film focuses on Loretta’s work at the Boston Record American as she investigates and coins the term 'Boston Strangler.'","Moderate"
"What are some historical inaccuracies presented in the film?","The film condenses the timeline of murders, alters details of the investigation, and features composite characters like Detective Conley.","The 'Historical accuracy' section highlights several discrepancies such as timeline compressions and character composites.","Complex"
"How might the portrayal of investigative journalism in Boston Strangler influence modern perceptions of media integrity?","It could spark discussions on the evolving role of journalism in exposing truth and holding authorities accountable, although its long-term impact is speculative.","Information not in provided text","Missing question"
"Who wrote and directed Evil Dead Rise?","Lee Cronin","The text states that Evil Dead Rise is a 2023 American supernatural horror film written and directed by Lee Cronin.","Easy"
"Which installment in the Evil Dead series is Evil Dead Rise?","It is the fifth installment.","The film is described as the fifth installment in the Evil Dead film series.","Easy"
"Which actresses portray the estranged sisters in the film?","Lily Sullivan and Alyssa Sutherland","The film stars Lily Sullivan and Alyssa Sutherland as two estranged sisters trying to survive and save their family from deadites.","Moderate"
"What was the original release plan for Evil Dead Rise before switching to theatrical release?","It was originally set to premiere on HBO Max, but was switched to a theatrical release after positive test screenings.","The text explains that although the film was planned for HBO Max, Warner Bros. Pictures opted for a theatrical release following positive test screenings.","Moderate"
"Where was principal photography for Evil Dead Rise conducted?","In New Zealand, from June to October 2021.","The production section mentions that principal photography took place in New Zealand between June and October 2021.","Easy"
"What box office milestone did Evil Dead Rise achieve within its film series?","It became the highest-grossing film of the series, grossing over $147 million worldwide.","The film received positive reviews and grossed over $147 million worldwide, making it the highest-grossing entry in the series.","Moderate"
"How was the extensive fake blood used in Evil Dead Rise created?","The film used over 6,500 liters of fake blood, a mixture of food-based dyes, high fructose corn syrup, and water, produced with the help of a commercial food manufacturer.","The production details reveal that over 6,500 liters of fake blood were made using a recipe by special effects supervisor Brendon Durey.","Difficult"
"Which legendary actor makes a voice cameo in Evil Dead Rise and what role does he play?","Bruce Campbell makes an uncredited voice cameo, voicing an unnamed character on a phonograph record that forewarns about a demon resurrection ritual, seen as a time-displaced Ash Williams.","The cast section notes Bruce Campbell’s voice-only cameo on one of the phonograph records, with director Cronin indicating his role as a time-displaced Ash Williams.","Difficult"
"What led to the decision to release Evil Dead Rise theatrically instead of on HBO Max?","Positive test screenings and Warner Bros.' restructuring plan for film distribution shifted the release from streaming-only to a theatrical debut.","The text explains that although initially set for HBO Max, the film was released theatrically due to positive test screenings and changes in Warner Bros.' distribution strategy.","Complex"
"How might the practical effects used in Evil Dead Rise influence future horror films?","They could set a new benchmark for blending elaborate practical effects with digital enhancements, inspiring future films to prioritize tangible, realistic visuals over heavy CGI.","Information not in provided text","Missing question"
"Who directed Indiana Jones and the Dial of Destiny?","James Mangold","The text states that the film was directed by James Mangold.","Easy"
"Who co-wrote the screenplay for the film along with James Mangold?","David Koepp and the Butterworth team (Jez and John-Henry Butterworth)","It is mentioned that the film was co-written by James Mangold, David Koepp, and the writing team of Jez and John-Henry Butterworth.","Moderate"
"Which actor reprises his iconic role as Indiana Jones in the film?","Harrison Ford","The cast section confirms that Harrison Ford reprises his role as Dr. Henry 'Indiana' Jones Jr.","Easy"
"What is the MacGuffin in Indiana Jones and the Dial of Destiny?","Archimedes' Dial, an Antikythera mechanism","The plot summary explains that the film centers on the search for Archimedes' Dial, a powerful artifact built by the ancient mathematician Archimedes.","Moderate"
"Who portrays the villain Dr. Jürgen Voller in the film?","Mads Mikkelsen","The cast list identifies Mads Mikkelsen as Dr. Jürgen Voller, a Nazi-turned-NASA scientist.","Easy"
